54,1
73,1
56,1
57,1
58,1
23,1
60,1
61,1
36,1
63,1
0,1
65,1
66,1
3,1
68,1
69,1
70,1
71,1
109,1
73,1
99,1
8,1
101,1
102,1
58,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
33,1
112,1
113,1
114,1
26,1
115,1
41,1
118,1
119,1
120,1
29,1
124,1
58,1
6,1
136,1
19,1
67,1
17,1
19,1
65,1
121,1
58,1
51,1
17,1
47,1
9,1
25,1
11,1
12,1
14,1
14,1
118,1
16,1
107,1
18,1
19,1
59,1
21,1
59,1
103,1
3,1
25,1
117,1
27,1
32,1
32,1
30,1
31,1
57,1
8,1
42,1
14,1
36,1
31,1
38,1
68,1
0,1
41,1
5,1
58,1
5,1
15,1
59,1
47,1
32,1
54,1
49,1
51,1
52,1
59,1
29,1
55,1
67,1
57,1
58,1
59,1
60,1
60,1
5,1
63,1
64,1
65,1
30,1
67,1
63,1
70,1
70,1
121,1
109,1
107,1
99,1
32,1
101,1
102,1
103,1
104,1
105,1
107,1
107,1
108,1
58,1
55,1
27,1
112,1
113,1
114,1
38,1
38,1
117,1
118,1
119,1
120,1
49,1
53,1
124,1
17,1
126,1
127,1
17,1
5,1
137,1
66,1
139,1
140,1
66,1
137,1
143,1
13,1
14,1
5,1
150,1
151,1
64,1
108,1
37,1
3,1
4,1
5,1
6,1
7,1
47,1
9,1
9,1
73,1
12,1
13,1
35,1
5,1
17,1
5,1
47,1
19,1
20,1
21,1
23,1
103,1
36,1
45,1
38,1
64,1
28,1
29,1
3,1
41,1
32,1
18,1
18,1
21,1
64,1
24,1
39,1
39,1
37,1
41,1
42,1
117,1
44,1
45,1
46,1
47,1
10,1
52,1
121,1
50,1
61,1
29,1
54,1
110,1
56,1
57,1
58,1
152,1
60,1
29,1
36,1
49,1
64,1
65,1
66,1
67,1
65,1
12,1
3,1
50,1
109,1
99,1
99,1
8,1
101,1
55,1
103,1
104,1
113,1
106,1
107,1
108,1
109,1
55,1
111,1
112,1
113,1
114,1
115,1
115,1
41,1
41,1
119,1
120,1
50,1
22,1
124,1
39,1
140,1
46,1
5,1
66,1
66,1
138,1
66,1
5,1
122,1
151,1
149,1
13,1
14,1
115,1
3,1
58,1
77,1
75,1
76,1
77,1
78,1
148,1
80,1
89,1
90,1
83,1
84,1
85,1
77,1
89,1
88,1
88,1
76,1
90,1
92,1
93,1
94,1
89,1
96,1
94,1
98,1
130,1
93,1
78,1
133,1
135,1
82,1
95,1
148,1
64,1
13,1
37,1
3,1
49,1
5,1
54,1
23,1
8,1
10,1
10,1
11,1
12,1
14,1
14,1
38,1
16,1
5,1
18,1
19,1
20,1
21,1
22,1
23,1
0,1
25,1
26,1
48,1
8,1
4,1
30,1
31,1
48,1
33,1
40,1
16,1
36,1
37,1
41,1
39,1
31,1
39,1
42,1
31,1
44,1
36,1
46,1
47,1
48,1
49,1
121,1
7,1
7,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
36,1
121,1
0,1
65,1
66,1
67,1
37,1
69,1
70,1
6,1
70,1
73,1
107,1
33,1
101,1
102,1
58,1
104,1
105,1
143,1
107,1
108,1
109,1
55,1
111,1
112,1
113,1
114,1
115,1
115,1
117,1
19,1
119,1
120,1
121,1
128,1
123,1
53,1
62,1
101,1
8,1
129,1
126,1
137,1
66,1
139,1
139,1
141,1
142,1
143,1
15,1
14,1
140,1
42,1
126,1
62,1
1,1
3,1
3,1
49,1
5,1
152,1
7,1
8,1
25,1
9,1
11,1
12,1
13,1
14,1
14,1
16,1
17,1
18,1
19,1
20,1
5,1
22,1
22,1
0,1
25,1
8,1
27,1
28,1
29,1
30,1
31,1
32,1
8,1
39,1
16,1
36,1
40,1
31,1
31,1
40,1
117,1
58,1
117,1
27,1
25,1
124,1
145,1
28,1
50,1
7,1
51,1
51,1
53,1
54,1
55,1
105,1
57,1
107,1
59,1
60,1
61,1
42,1
63,1
31,1
63,1
66,1
3,1
65,1
69,1
70,1
56,1
19,1
99,1
99,1
100,1
101,1
102,1
103,1
104,1
99,1
106,1
107,1
108,1
109,1
58,1
33,1
112,1
113,1
114,1
115,1
115,1
115,1
118,1
119,1
120,1
138,1
150,1
124,1
36,1
141,1
54,1
5,1
87,1
75,1
76,1
146,1
78,1
79,1
80,1
133,1
148,1
83,1
84,1
84,1
74,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
