54,1
55,1
56,1
57,1
58,1
23,1
60,1
61,1
36,1
151,1
64,1
65,1
23,1
67,1
62,1
109,1
70,1
71,1
35,1
73,1
99,1
100,1
101,1
55,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
116,1
116,1
117,1
118,1
119,1
120,1
46,1
124,1
36,1
6,1
136,1
19,1
67,1
1,1
43,1
65,1
63,1
109,1
21,1
61,1
47,1
48,1
28,1
119,1
9,1
13,1
139,1
43,1
35,1
103,1
18,1
72,1
109,1
21,1
143,1
21,1
18,1
25,1
117,1
36,1
8,1
47,1
30,1
40,1
100,1
33,1
18,1
15,1
36,1
37,1
36,1
68,1
64,1
40,1
42,1
103,1
9,1
2,1
100,1
47,1
28,1
52,1
121,1
51,1
54,1
46,1
7,1
55,1
70,1
57,1
58,1
138,1
61,1
103,1
62,1
63,1
62,1
63,1
23,1
67,1
65,1
69,1
64,1
54,1
118,1
107,1
99,1
57,1
101,1
102,1
103,1
104,1
105,1
119,1
107,1
108,1
109,1
55,1
30,1
112,1
109,1
19,1
116,1
116,1
117,1
118,1
119,1
120,1
121,1
7,1
124,1
129,1
126,1
32,1
18,1
138,1
137,1
5,1
58,1
20,1
139,1
63,1
143,1
18,1
139,1
42,1
150,1
151,1
36,1
47,1
37,1
21,1
49,1
17,1
6,1
7,1
8,1
8,1
10,1
73,1
12,1
13,1
35,1
13,1
35,1
17,1
47,1
113,1
6,1
21,1
103,1
103,1
36,1
28,1
115,1
39,1
28,1
29,1
23,1
41,1
32,1
47,1
18,1
109,1
36,1
67,1
36,1
39,1
37,1
41,1
101,1
117,1
125,1
45,1
21,1
47,1
10,1
49,1
6,1
49,1
6,1
8,1
54,1
55,1
109,1
57,1
58,1
59,1
60,1
7,1
40,1
65,1
39,1
65,1
22,1
67,1
71,1
2,1
2,1
71,1
103,1
99,1
99,1
8,1
101,1
55,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
55,1
47,1
112,1
113,1
114,1
115,1
115,1
117,1
39,1
119,1
120,1
50,1
46,1
51,1
44,1
143,1
46,1
101,1
139,1
62,1
138,1
139,1
140,1
30,1
51,1
107,1
18,1
14,1
116,1
58,1
101,1
78,1
85,1
76,1
77,1
78,1
93,1
83,1
94,1
90,1
83,1
84,1
85,1
87,1
84,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
97,1
96,1
89,1
98,1
130,1
93,1
132,1
133,1
86,1
135,1
95,1
131,1
40,1
9,1
37,1
3,1
49,1
3,1
122,1
23,1
8,1
10,1
10,1
11,1
12,1
13,1
14,1
38,1
21,1
17,1
18,1
19,1
21,1
38,1
22,1
